Container ID,Assignment Type,CV /OCD,Dwell,CV Import Date,Vessel Visit ID,CV Delivery Date
SUDU1423270,OCD,OCD,6,18/02/2026,EP2MDHA605W,24/02/2026
MRSU0411029,APPOCD,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU5825287,,CV,11,20/02/2026,EQ7MHAI553C,
SEKU9012114,DLVGRD,CV,10,15/02/2026,SVEN005,24/02/2026
HASU1064644,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
MRSU0128997,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU8902427,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU7745597,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
MSKU3924127,DLV2H,CV,7,18/02/2026,EP2MDHA605W,23/02/2026
MRSU7303284,DLV2H,CV,7,17/02/2026,EP2MDHA605W,24/02/2026
MRKU7433135,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MSKU1957306,OCD,OCD,4,20/02/2026,EQ7MHAI553C,24/02/2026
TLLU5127680,OCD,OCD,4,20/02/2026,EQ7MHAI553C,24/02/2026
MRSU6020675,OCD,OCD,4,20/02/2026,EQ7MHAI553C,24/02/2026
TLLU8272526,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU6791772,OCD,OCD,4,20/02/2026,EQ7MHAI553C,25/02/2026
CAAU9272518,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
TGHU1617381,,CV,7,24/02/2026,CPAG0BGGLN1NC,
SEKU1894037,,CV,7,24/02/2026,CPAG0BGGLN1NC,
GESU1221309,,CV,7,24/02/2026,CPAG0BGGLN1NC,
TLLU8405594,,CV,7,24/02/2026,CPAG0BGGLN1NC,
SUDU7891405,APPOCD,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU5848831,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRSU4586690,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRSU8781890,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
MIEU3021269,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU5751116,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU6371487,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
MRKU2572734,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
SUDU6896418,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MSKU0667597,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
CAAU6634803,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
CAJU5042030,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
CAAU9155996,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
SUDU7548459,DLV2H,CV,3,22/02/2026,EQ7MHAI553C,24/02/2026
MRSU5430612,DLV2H,CV,7,18/02/2026,EP2MDHA605W,24/02/2026
SEKU6868529,DLVGRD,CV,11,14/02/2026,EQ0MDAN604W,24/02/2026
MRKU9610076,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MSKU7398139,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU9548529,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
MRKU5403553,,CV,7,24/02/2026,ER7MNAS533C1,
SUDU7312587,DLV2H,CV,7,18/02/2026,EP2MDHA605W,23/02/2026
HASU1292156,OCD,OCD,4,20/02/2026,EQ7MHAI553C,24/02/2026
MSKU7869901,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MSKU5261574,DLV2H,CV,2,22/02/2026,EQ7MHAI553C,23/02/2026
MSKU5699600,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
SUDU7865710,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
MRKU2365676,OCD,OCD,6,18/02/2026,EP2MDHA605W,24/02/2026
MSKU9698120,OCD,OCD,7,17/02/2026,EP2MDHA605W,24/02/2026
MNBU4482820,DLV2H,CV,14,11/2/2026,EQ9MNOR604C,24/02/2026
TRHU4150625,INSCOM,CV,21,10/2/2026,EQ9MNOR604C,23/02/2026
MAEU9277837,OCD,OCD,7,17/02/2026,EP2MDHA605W,24/02/2026
MRKU0137569,OCD,OCD,6,18/02/2026,EP2MDHA605W,24/02/2026
MSKU7453030,OCD,OCD,6,18/02/2026,EP2MDHA605W,24/02/2026
SUDU7587922,DLV2H,CV,4,21/02/2026,EQ7MHAI553C,23/02/2026
MRKU7439600,DLV2H,CV,4,21/02/2026,EQ7MHAI553C,23/02/2026
TCNU1454195,,CV,7,24/02/2026,ER7MNAS533C1,
MRSU4754284,,CV,7,24/02/2026,ER7MNAS533C1,
SUDU6881681,OCD,OCD,6,18/02/2026,EP2MDHA605W,24/02/2026
MRSU4338760,OCD,OCD,6,18/02/2026,EP2MDHA605W,24/02/2026
MRKU5900056,OCD,OCD,6,18/02/2026,EP2MDHA605W,24/02/2026
MSKU1525621,OCD,OCD,7,17/02/2026,EP2MDHA605W,24/02/2026
MRSU3389926,OCD,OCD,6,18/02/2026,EP2MDHA605W,24/02/2026
CIPU5242787,,CV,7,24/02/2026,ER7MNAS533C1,
TEMU3748650,OCD,OCD,16,8/2/2026,Z9LMASA551C,24/02/2026
MRKU3877260,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
MRKU3146780,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
MRSU6248201,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
MRSU6939950,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
MRKU9540003,DLV2H,CV,3,22/02/2026,EQ7MHAI553C,23/02/2026
TCLU2518785,,CV,9,22/02/2026,EQ7MHAI553C,
MSKU5776348,OCD,OCD,11,13/02/2026,EQ0MDAN604W,24/02/2026
MRSU4811492,APPDLV2H,CV,7,17/02/2026,EP2MDHA605W,24/02/2026
MRKU6130793,APPOCD,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
MRKU5575932,OCD,OCD,13,11/2/2026,EQ9MNOR604C,24/02/2026
MSKU1651888,OCD,OCD,13,11/2/2026,EQ9MNOR604C,24/02/2026
TCLU8014101,OCD,OCD,13,11/2/2026,EQ9MNOR604C,24/02/2026
MRSU7086363,OCD,OCD,13,11/2/2026,EQ9MNOR604C,24/02/2026
MRSU8483880,OCD,OCD,4,20/02/2026,EQ7MHAI553C,24/02/2026
CAAU8480219,APPOCD,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU8508579,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU8623398,OCD,OCD,4,20/02/2026,EQ7MHAI553C,24/02/2026
MRSU3232897,DLV2H,CV,5,20/02/2026,EQ7MHAI553C,23/02/2026
HASU1014670,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
TCLU3090460,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MSKU5778799,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
MRKU7072460,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MSKU5176209,OCD,OCD,6,18/02/2026,EP2MDHA605W,24/02/2026
CIPU5037102,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
UETU8033661,APPDLV2H,CV,7,24/02/2026,ER7MNAS533C1,4/3/2026
CAAU7940006,OCD,OCD,7,24/02/2026,ER7MNAS533C1,3/3/2026
TCKU6417266,DLV2H,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
TEMU3110780,DLV2H,CV,4,21/02/2026,EQ7MHAI553C,23/02/2026
MRKU3200710,OCD,OCD,4,20/02/2026,EQ7MHAI553C,24/02/2026
MRKU8922378,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU8803912,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU6552675,DLV2H,CV,7,18/02/2026,EP2MDHA605W,23/02/2026
MRKU5361946,APPDLV2H,CV,6,18/02/2026,EP2MDHA605W,24/02/2026
CAIU4718913,OCD,OCD,11,13/02/2026,EQ0MDAN604W,24/02/2026
MRKU2954887,OCD,OCD,7,17/02/2026,EP2MDHA605W,24/02/2026
TIIU2103949,OCD,OCD,7,17/02/2026,EP2MDHA605W,24/02/2026
MRKU9549124,OCD,OCD,6,18/02/2026,EP2MDHA605W,24/02/2026
SUDU6979805,,CV,14,17/02/2026,EP2MDHA605W,
TCKU1103154,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
MRKU8529859,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
CAAU2249178,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
MRKU6635363,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
MRKU9810238,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
HASU4906638,OCD,OCD,3,21/02/2026,EQ7MHAI553C,24/02/2026
MSKU8953410,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
TCKU1125889,DLVCRN,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
CAIU3136482,,CV,7,24/02/2026,CPAG0BGGLN1NC,
MSKU5758149,OCD,OCD,2,22/02/2026,EQ7MHAI553C,24/02/2026
TLLU2326986,,CV,7,24/02/2026,CPAG0BGGLN1NC,
DFSU2692030,,CV,7,24/02/2026,CPAG0BGGLN1NC,
MNBU3352360,DLVGRD,CV,7,17/02/2026,EP2MDHA605W,24/02/2026
UETU2461549,DLV2H,CV,2,22/02/2026,EQ7MHAI553C,23/02/2026
MSKU7667520,DLV2H,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
APZU3567105,,CV,7,24/02/2026,CPAG0BGGLN1NC,
MRKU8380174,APPDLVGRD,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
TRHU2669592,,CV,7,24/02/2026,CPAG0BGGLN1NC,
MRSU4385062,OCD,OCD,4,20/02/2026,EQ7MHAI553C,24/02/2026
MRKU8285243,DLVCRN,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU7922922,DLV2H,CV,4,21/02/2026,EQ7MHAI553C,23/02/2026
MRKU2289909,DLVHS,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
MSKU1812128,DLV2H,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
GLDU5682223,,CV,7,24/02/2026,CPAG0BGGLN1NC,
GLDU5247360,,CV,7,24/02/2026,CPAG0BGGLN1NC,
TLLU4897217,DLV2H,CV,19,6/2/2026,EQ4MQIN603W,24/02/2026
MRSU9483903,DLVHS,CV,17,7/2/2026,Z9LMASA551C,24/02/2026
HASU4679107,DLVHS,CV,16,8/2/2026,Z9LMASA551C,24/02/2026
MRSU4673773,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
CMAU3518256,DLV2H,CV,14,11/2/2026,CPAG0BGGHN1NC,24/02/2026
MRSU9370851,DLVHS,CV,5,20/02/2026,EQ7MHAI553C,24/02/2026
MRSU7948600,DLV2H,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
MSKU5200394,DLVHS,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
CAAU2424033,DLVGRD,CV,7,18/02/2026,EP2MDHA605W,24/02/2026
MRSU3408986,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
UETU8003100,DLVGRD,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
TLLU2416652,DLVHS,CV,12,12/2/2026,EQ9MNOR604C,24/02/2026
CMAU2829485,DLV2H,CV,8,16/02/2026,SVEN005,23/02/2026
FFAU4402926,DLV2H,CV,13,11/2/2026,CPAG0BGGHN1NC,24/02/2026
MRKU6603704,DLVCRN,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU8458668,DLV2H,CV,3,22/02/2026,EQ7MHAI553C,23/02/2026
TCKU7421450,DLVCRN,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
CMAU2527839,DLV2H,CV,8,16/02/2026,SVEN005,23/02/2026
FFAU2280979,DLV2H,CV,4,21/02/2026,EQ7MHAI553C,23/02/2026
CMAU2198630,DLV2H,CV,8,16/02/2026,SVEN005,23/02/2026
MRSU5766612,DLVGRD,CV,16,9/2/2026,Z9LMASA551C,24/02/2026
MRSU0199136,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,23/02/2026
TLLU2735351,,CV,7,24/02/2026,CPAG0BGGLN1NC,
MTSU9615372,DLV2H,CV,4,21/02/2026,EQ7MHAI553C,23/02/2026
TRHU3025130,,CV,7,24/02/2026,CPAG0BGGLN1NC,
CMAU0961023,,CV,7,24/02/2026,CPAG0BGGLN1NC,
GESU1114975,,CV,7,24/02/2026,CPAG0BGGLN1NC,
MVIU0009929,APPDLV2H,CV,8,17/02/2026,EP2MDHA605W,24/02/2026
TEMU3586415,,CV,11,20/02/2026,EQ7MHAI553C,
MSKU5993282,,CV,11,20/02/2026,EQ7MHAI553C,
TCLU7527440,,CV,7,24/02/2026,CPAG0BGGLN1NC,
TCKU1043055,,CV,7,24/02/2026,CPAG0BGGLN1NC,
HASU4061551,DLV2H,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
GESU1243020,,CV,7,24/02/2026,CPAG0BGGLN1NC,
TRHU2295342,,CV,7,24/02/2026,CPAG0BGGLN1NC,
TCKU6564478,APPDLV2H,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
TRHU3061863,,CV,7,24/02/2026,CPAG0BGGLN1NC,
APZU3243235,,CV,7,24/02/2026,CPAG0BGGLN1NC,
HASU1442580,DLVHS,CV,7,17/02/2026,EP2MDHA605W,24/02/2026
BMOU4175225,APPDLV2H,CV,5,20/02/2026,EQ7MHAI553C,24/02/2026
MIEU3030677,DLVGRD,CV,15,9/2/2026,Z9LMASA551C,24/02/2026
MRKU7019927,DLVHS,CV,5,20/02/2026,EQ7MHAI553C,24/02/2026
MSKU0998717,DLV2H,CV,11,13/02/2026,EQ0MDAN604W,24/02/2026
MSKU4497246,DLV2H,CV,14,11/2/2026,EQ9MNOR604C,24/02/2026
TGBU9367348,DLV2H,CV,7,18/02/2026,EP2MDHA605W,24/02/2026
MRSU8509618,DLV2H,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
TEMU6180311,APPDLV2H,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU3484793,DLV2H,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
CAJU5295300,APPDLV2H,CV,7,17/02/2026,EP2MDHA605W,24/02/2026
MRKU6776000,APPDLV2H,CV,8,17/02/2026,EP2MDHA605W,24/02/2026
CAIU3807430,DLV2H,CV,9,16/02/2026,SVEN005,23/02/2026
CAIU4727793,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,23/02/2026
CAIU9764887,DLV2H,CV,4,21/02/2026,EQ7MHAI553C,23/02/2026
CMAU0772610,DLV2H,CV,9,16/02/2026,SVEN005,23/02/2026
CMAU2597693,DLV2H,CV,8,16/02/2026,SVEN005,23/02/2026
CMAU2759990,DLV2H,CV,9,16/02/2026,SVEN005,23/02/2026
CMAU3171357,DLV2H,CV,9,16/02/2026,SVEN005,23/02/2026
CMAU3285468,DLV2H,CV,9,16/02/2026,SVEN005,23/02/2026
ECMU2830030,DLV2H,CV,9,16/02/2026,SVEN005,23/02/2026
FFAU7407217,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,23/02/2026
MRKU2788554,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,23/02/2026
MRKU3825591,DLV2H,CV,15,10/2/2026,EQ9MNOR604C,23/02/2026
MRKU6502165,DLV2H,CV,2,22/02/2026,EQ7MHAI553C,23/02/2026
MRKU6756447,DLV2H,CV,3,22/02/2026,EQ7MHAI553C,23/02/2026
MRKU7091156,DLV2H,CV,7,18/02/2026,EP2MDHA605W,23/02/2026
MRKU7571216,DLV2H,CV,3,22/02/2026,EQ7MHAI553C,23/02/2026
MRKU9705700,DLV2H,CV,3,22/02/2026,EQ7MHAI553C,23/02/2026
MRSU4800625,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,23/02/2026
MRSU4892555,DLV2H,CV,2,22/02/2026,EQ7MHAI553C,23/02/2026
MRSU5255021,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,23/02/2026
MRSU6149873,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,23/02/2026
MRSU6863520,DLV2H,CV,4,21/02/2026,EQ7MHAI553C,23/02/2026
MRSU8450649,DLV2H,CV,4,21/02/2026,EQ7MHAI553C,23/02/2026
MSKU1318120,DLV2H,CV,3,22/02/2026,EQ7MHAI553C,23/02/2026
MSKU5844000,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,23/02/2026
MSKU7790643,DLV2H,CV,3,22/02/2026,EQ7MHAI553C,23/02/2026
SUDU7593205,DLV2H,CV,7,18/02/2026,EP2MDHA605W,23/02/2026
SUDU7956804,DLV2H,CV,3,22/02/2026,EQ7MHAI553C,23/02/2026
TIIU4698065,DLV2H,CV,14,11/2/2026,EQ9MNOR604C,23/02/2026
TLLU2132810,DLV2H,CV,3,22/02/2026,EQ7MHAI553C,23/02/2026
XINU1571849,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,23/02/2026
MSKU5570995,DLV2H,CV,2,22/02/2026,EQ7MHAI553C,23/02/2026
TCKU7112385,DLV2H,CV,7,18/02/2026,EP2MDHA605W,24/02/2026
MRSU3498085,DLVCRN,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
SUDU8604623,DLVCRN,CV,17,7/2/2026,Z9LMASA551C,24/02/2026
TLLU2417345,DLV2H,CV,17,8/2/2026,Z9LMASA551C,24/02/2026
MRKU9589467,DLV2H,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
MSKU7020257,DLVCRN,CV,15,9/2/2026,Z9LMASA551C,24/02/2026
HASU5052929,APPDLV2H,CV,7,17/02/2026,EP2MDHA605W,24/02/2026
MRKU8433757,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
SUDU1375459,DLVCRN,CV,2,22/02/2026,EQ7MHAI553C,24/02/2026
MRKU5517155,APPDLV2H,CV,5,20/02/2026,EQ7MHAI553C,24/02/2026
MRSU7999070,DLVHS,CV,7,17/02/2026,EP2MDHA605W,24/02/2026
APZU3366543,,CV,7,24/02/2026,CPAG0BGGLN1NC,
TLLU2084250,,CV,7,24/02/2026,CPAG0BGGLN1NC,
TEMU1263814,,CV,7,24/02/2026,CPAG0BGGLN1NC,
MRKU2493893,DLV2H,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
SUDU7883098,APPDLV2H,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
MIEU2015359,DLV2H,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
MRSU5058017,DLV2H,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
MSKU1676783,DLV2H,CV,7,17/02/2026,EP2MDHA605W,24/02/2026
MRSU5651104,APPDLV2H,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
TTNU1145666,DLVGRD,CV,3,22/02/2026,EQ7MHAI553C,24/02/2026
MSKU7745048,DLVCRN,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
TCKU6406528,APPDLV2H,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
CAAU9358376,DLVGRD,CV,15,10/2/2026,EQ9MNOR604C,24/02/2026
UETU8483720,DLVCRN,CV,5,20/02/2026,EQ7MHAI553C,24/02/2026
CAAU8999098,DLV2H,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
TCKU1149089,DLV2H,CV,6,18/02/2026,EP2MDHA605W,24/02/2026
MSKU7474917,DLV2H,CV,2,22/02/2026,EQ7MHAI553C,24/02/2026
SUDU1932620,DLVGRD,CV,12,13/02/2026,EQ0MDAN604W,24/02/2026
HASU5095089,DLV2H,CV,18,7/2/2026,EQ4MQIN603W,24/02/2026
MRKU3118006,DLVGRD,CV,18,7/2/2026,EQ4MQIN603W,24/02/2026
FFAU2278903,DLV2H,CV,8,17/02/2026,EP2MDHA605W,24/02/2026
MRKU9673217,DLV2H,CV,15,9/2/2026,Z9LMASA551C,24/02/2026
MSKU7943634,APPDLV2H,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU9726195,APPDLV2H,CV,5,20/02/2026,EQ7MHAI553C,24/02/2026
MRSU4339961,DLV2H,CV,8,17/02/2026,EP2MDHA605W,24/02/2026
MRKU7218894,DLV2H,CV,7,17/02/2026,EP2MDHA605W,24/02/2026
CAAU9974999,DLV2H,CV,8,17/02/2026,EP2MDHA605W,24/02/2026
MSKU7679218,DLVGRD,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
MRSU4991840,DLVGRD,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
FFAU2345299,DLVHS,CV,16,8/2/2026,Z9LMASA551C,24/02/2026
BSIU2956857,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
TLLU5118630,DLV2H,CV,8,17/02/2026,EP2MDHA605W,24/02/2026
MRSU8060722,APPDLV2H,CV,5,20/02/2026,EQ7MHAI553C,24/02/2026
CAAU8384149,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
HASU1430975,DLVCRN,CV,8,17/02/2026,EP2MDHA605W,24/02/2026
MRSU8114731,DLVGRD,CV,5,20/02/2026,EQ7MHAI553C,24/02/2026
CAAU7079135,DLV2H,CV,8,17/02/2026,EP2MDHA605W,24/02/2026
MSKU0396622,DLV2H,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
MRSU6612988,DLV2H,CV,19,6/2/2026,EQ4MQIN603W,24/02/2026
MRKU9743485,DLVGRD,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
MRSU0268751,DLVCRN,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
MSKU7498349,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRSU0195260,DLVGRD,CV,7,18/02/2026,EP2MDHA605W,24/02/2026
MRKU6974520,DLV2H,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
TLLU2226816,APPDLV2H,CV,8,17/02/2026,EP2MDHA605W,24/02/2026
MRKU6842102,APPDLVHS,CV,5,20/02/2026,EQ7MHAI553C,24/02/2026
TRHU6525274,DLVCRN,CV,5,20/02/2026,EQ7MHAI553C,24/02/2026
TCKU7495200,OCD,OCD,7,17/02/2026,EP2MDHA605W,23/02/2026
MSKU0128091,OCD,OCD,7,17/02/2026,EP2MDHA605W,23/02/2026
PONU8105636,OCD,OCD,6,18/02/2026,EP2MDHA605W,23/02/2026
SUDU8995282,OCD,OCD,7,17/02/2026,EP2MDHA605W,23/02/2026
TGBU5257770,DLV2H,CV,16,8/2/2026,Z9LMASA551C,24/02/2026
TRHU8314603,DLVGRD,CV,18,7/2/2026,EQ4MQIN603W,24/02/2026
TRHU3314262,,CV,7,24/02/2026,CPAG0BGGLN1NC,
TEMU4116674,,CV,7,24/02/2026,CPAG0BGGLN1NC,
MRSU0260529,,CV,10,21/02/2026,EQ7MHAI553C,
MRKU6665244,DLV2H,CV,2,22/02/2026,EQ7MHAI553C,24/02/2026
TRHU2630965,,CV,7,24/02/2026,CPAG0BGGLN1NC,
CAAU7054538,DLV2H,CV,6,18/02/2026,EP2MDHA605W,24/02/2026
MRSU0151913,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
FBIU0289592,,CV,7,24/02/2026,CPAG0BGGLN1NC,
CMAU2345670,,CV,7,24/02/2026,CPAG0BGGLN1NC,
MSKU5783291,DLVGRD,CV,7,17/02/2026,EP2MDHA605W,24/02/2026
SUDU8755548,DLVGRD,CV,18,7/2/2026,Z9LMASA551C,24/02/2026
CAAU6362808,DLV2H,CV,7,18/02/2026,EP2MDHA605W,24/02/2026
CAAU8432695,DLVHS,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
GCXU5766943,DLV2H,CV,7,18/02/2026,EP2MDHA605W,24/02/2026
MSKU1110986,DLVGRD,CV,3,22/02/2026,EQ7MHAI553C,24/02/2026
MSKU3773951,DLV2H,CV,7,18/02/2026,EP2MDHA605W,24/02/2026
MSKU1681270,,CV,11,20/02/2026,EQ7MHAI553C,
MRKU9655110,DLV2H,CV,7,18/02/2026,EP2MDHA605W,24/02/2026
CAAU9154109,APPDLV2H,CV,5,20/02/2026,EQ7MHAI553C,24/02/2026
MRSU9487848,DLVCRN,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
HASU4486685,DLVGRD,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
TEMU6364978,DLVGRD,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
MRSU5363134,APPDLV2H,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
MRSU6238836,APPDLV2H,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU6082714,APPDLV2H,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
UETU8102612,APPDLV2H,CV,6,18/02/2026,EP2MDHA605W,24/02/2026
MSKU3629590,OCD,OCD,11,13/02/2026,EQ0MDAN604W,23/02/2026
MRKU2435834,OCD,OCD,3,21/02/2026,EQ7MHAI553C,23/02/2026
MRKU2153450,OCD,OCD,3,21/02/2026,EQ7MHAI553C,23/02/2026
UETU6816225,OCD,OCD,11,13/02/2026,EQ0MDAN604W,23/02/2026
MRKU5970217,OCD,OCD,11,13/02/2026,EQ0MDAN604W,23/02/2026
TCNU3645626,OCD,OCD,4,20/02/2026,EQ7MHAI553C,23/02/2026
MRSU8593260,OCD,OCD,4,20/02/2026,EQ7MHAI553C,22/02/2026
MRKU3955189,OCD,OCD,3,21/02/2026,EQ7MHAI553C,22/02/2026
MIEU0040877,OCD,OCD,3,21/02/2026,EQ7MHAI553C,22/02/2026
MRKU9796546,APPDLV2H,CV,8,17/02/2026,EP2MDHA605W,24/02/2026
HASU4156410,APPDLV2H,CV,5,20/02/2026,EQ7MHAI553C,24/02/2026
CAAU5270029,DLV2H,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
MRSU9370888,DLVHS,CV,4,20/02/2026,EQ7MHAI553C,24/02/2026
MRSU8128397,DLV2H,CV,12,13/02/2026,EQ0MDAN604W,24/02/2026
MRSU9031668,OCD,OCD,6,18/02/2026,EP2MDHA605W,23/02/2026
MRSU9060624,OCD,OCD,7,17/02/2026,EP2MDHA605W,23/02/2026
MRSU9079337,OCD,OCD,6,18/02/2026,EP2MDHA605W,23/02/2026
MRSU9081340,OCD,OCD,6,18/02/2026,EP2MDHA605W,23/02/2026
MRSU8219028,OCD,OCD,6,18/02/2026,EP2MDHA605W,23/02/2026
MRSU5573803,APPDLV2H,CV,4,21/02/2026,EQ7MHAI553C,24/02/2026
MRKU4772346,,CV,23,8/2/2026,Z9LMASA551C,
MSKU1420092,DLVCRN,CV,13,11/2/2026,EQ9MNOR604C,24/02/2026
MRSU6777437,DLVGRD,CV,3,21/02/2026,EQ7MHAI553C,24/02/2026
BMOU4194523,OCD,OCD,4,20/02/2026,EQ7MHAI553C,23/02/2026
MSKU9788970,OCD,OCD,4,20/02/2026,EQ7MHAI553C,23/02/2026
MRKU2673452,,CV,19,12/2/2026,EQ9MNOR604C,
TCKU3713881,OCD,OCD,4,20/02/2026,EQ7MHAI553C,23/02/2026
MRKU7534850,OCD,OCD,4,20/02/2026,EQ7MHAI553C,23/02/2026
MRKU6901102,OCD,OCD,4,20/02/2026,EQ7MHAI553C,23/02/2026
